1;269;0.027
2;139;0.014
3;28;0.003
4;232;0.023
5;497;0.050
6;241;0.024
7;177;0.018
8;223;0.022
9;256;0.026
10;48;0.005
11;720;0.072
12;634;0.063
13;489;0.049
14;347;0.035
15;726;0.073
16;531;0.053
17;771;0.077
18;614;0.061
19;430;0.043
20;2628;0.263
