1;26;0.026
2;13;0.013
3;3;0.003
4;25;0.025
5;54;0.054
6;37;0.037
7;21;0.021
8;17;0.017
9;27;0.027
10;6;0.006
11;70;0.070
12;68;0.068
13;56;0.056
14;27;0.027
15;68;0.068
16;51;0.051
17;86;0.086
18;79;0.079
19;52;0.052
20;214;0.214
