1;2907;0.029
2;1585;0.016
3;393;0.004
4;2781;0.028
5;5307;0.053
6;2765;0.028
7;2124;0.021
8;2274;0.023
9;2947;0.029
10;617;0.006
11;7320;0.073
12;6341;0.063
13;4685;0.047
14;3685;0.037
15;6834;0.068
16;5205;0.052
17;7882;0.079
18;6880;0.069
19;4425;0.044
20;23043;0.230
